ID;GBIF_Maiorano;Species_maiorano;gbif_Grilo;Species_grilo;class;order;family
317;2435240;Lynx lynx;2435240;Lynx lynx;Mammalia;Carnivora;Felidae
318;2435261;Lynx pardinus;2435261;Lynx pardinus;Mammalia;Carnivora;Felidae
222;8014966;Falco biarmicus;8014966;Falco biarmicus;Aves;Falconiformes;Falconidae
223;2481034;Falco cherrug;2481034;Falco cherrug;Aves;Falconiformes;Falconidae
224;9813242;Falco columbarius;9813242;Falco columbarius;Aves;Falconiformes;Falconidae
225;2481037;Falco eleonorae;2481037;Falco eleonorae;Aves;Falconiformes;Falconidae
226;9584698;Falco naumanni;9584698;Falco naumanni;Aves;Falconiformes;Falconidae
227;2481047;Falco peregrinus;2481047;Falco peregrinus;Aves;Falconiformes;Falconidae
228;8069880;Falco rusticolus;8069880;Falco rusticolus;Aves;Falconiformes;Falconidae
229;2481035;Falco subbuteo;2481035;Falco subbuteo;Aves;Falconiformes;Falconidae
230;9616058;Falco tinnunculus;9616058;Falco tinnunculus;Aves;Falconiformes;Falconidae
231;2481062;Falco vespertinus;2481062;Falco vespertinus;Aves;Falconiformes;Falconidae
75;2437136;Atelerix algirus;2437136;Atelerix algirus;Mammalia;Erinaceomorpha;Erinaceidae
216;5219624;Erinaceus concolor;5219624;Erinaceus concolor;Mammalia;Erinaceomorpha;Erinaceidae
217;5219616;Erinaceus europaeus;5219616;Erinaceus europaeus;Mammalia;Erinaceomorpha;Erinaceidae
218;5219618;Erinaceus roumanicus;5219618;Erinaceus roumanicus;Mammalia;Erinaceomorpha;Erinaceidae
262;2437125;Hemiechinus auritus;2437125;Hemiechinus auritus;Mammalia;Erinaceomorpha;Erinaceidae
197;2491518;Emberiza aureola;2491518;Emberiza aureola;Aves;Passeriformes;Emberizidae
198;2491521;Emberiza bruniceps;2491521;Emberiza bruniceps;Aves;Passeriformes;Emberizidae
199;2491490;Emberiza caesia;2491490;Emberiza caesia;Aves;Passeriformes;Emberizidae
200;2491506;Miliaria calandra;7634625;Emberiza calandra;Aves;Passeriformes;Emberizidae
201;2491498;Emberiza cia;2491498;Emberiza cia;Aves;Passeriformes;Emberizidae
202;2491469;Emberiza cineracea;2491469;Emberiza cineracea;Aves;Passeriformes;Emberizidae
203;7626513;Emberiza cirlus;7626513;Emberiza cirlus;Aves;Passeriformes;Emberizidae
204;2491534;Emberiza citrinella;2491534;Emberiza citrinella;Aves;Passeriformes;Emberizidae
205;2491482;Emberiza hortulana;2491482;Emberiza hortulana;Aves;Passeriformes;Emberizidae
206;2491472;Emberiza leucocephalos;2491472;Emberiza leucocephalos;Aves;Passeriformes;Emberizidae
207;9613112;Emberiza melanocephala;9613112;Emberiza melanocephala;Aves;Passeriformes;Emberizidae
208;2491591;Emberiza pallasi;2491591;Emberiza pallasi;Aves;Passeriformes;Emberizidae
209;2491544;Emberiza pusilla;2491544;Emberiza pusilla;Aves;Passeriformes;Emberizidae
210;2491582;Emberiza rustica;2491582;Emberiza rustica;Aves;Passeriformes;Emberizidae
211;2491557;Emberiza schoeniclus;2491557;Emberiza schoeniclus;Aves;Passeriformes;Emberizidae
28;2439489;Allactaga elater;2439489;Allactaga elater;Mammalia;Rodentia;Dipodidae
29;2439483;Allactaga major;2439483;Allactaga major;Mammalia;Rodentia;Dipodidae
189;2439463;Dipus sagitta;2439463;Dipus sagitta;Mammalia;Rodentia;Dipodidae
495;2439433;Pygeretmus pumilio;2439433;Pygeretmus pumilio;Mammalia;Rodentia;Dipodidae
524;2439449;Sicista betulina;2439449;Sicista betulina;Mammalia;Rodentia;Dipodidae
525;2439442;Sicista severtzovi;2439442;Sicista severtzovi;Mammalia;Rodentia;Dipodidae
526;2439448;Sicista strandi;2439448;Sicista strandi;Mammalia;Rodentia;Dipodidae
527;2439439;Sicista subtilis;2439439;Sicista subtilis;Mammalia;Rodentia;Dipodidae
572;2439453;Stylodipus telum;2439453;Stylodipus telum;Mammalia;Rodentia;Dipodidae
148;2496464;Clamator glandarius;2496464;Clamator glandarius;Aves;Cuculiformes;Cuculidae
171;5231918;Cuculus canorus;5231918;Cuculus canorus;Aves;Cuculiformes;Cuculidae
172;9548093;Cuculus saturatus;9548093;Cuculus saturatus;Aves;Cuculiformes;Cuculidae
30;2439190;Allocricetulus eversmanni;2439190;Allocricetulus eversmanni;Mammalia;Rodentia;Cricetidae
70;4265185;Arvicola amphibius;4265185;Arvicola amphibius;Mammalia;Rodentia;Cricetidae
71;2438492;Arvicola sapidus;2438492;Arvicola sapidus;Mammalia;Rodentia;Cricetidae
72;4265186;Arvicola scherman;4265186;Arvicola scherman;Mammalia;Rodentia;Cricetidae
136;2438162;Chionomys nivalis;2438162;Chionomys nivalis;Mammalia;Rodentia;Cricetidae
163;2438772;Cricetulus migratorius;2438772;Cricetulus migratorius;Mammalia;Rodentia;Cricetidae
164;2438704;Cricetus cricetus;2438704;Cricetus cricetus;Mammalia;Rodentia;Cricetidae
186;2438384;Dicrostonyx torquatus;2438384;Dicrostonyx torquatus;Mammalia;Rodentia;Cricetidae
187;2438502;Dinaromys bogdanovi;2438502;Dinaromys bogdanovi;Mammalia;Rodentia;Cricetidae
196;2438760;Ellobius talpinus;2438760;Ellobius talpinus;Mammalia;Rodentia;Cricetidae
283;2439131;Lagurus lagurus;2439131;Lagurus lagurus;Mammalia;Rodentia;Cricetidae
291;5219840;Lemmus lemmus;5219840;Lemmus lemmus;Mammalia;Rodentia;Cricetidae
292;5219835;Lemmus sibiricus;5219835;Lemmus sibiricus;Mammalia;Rodentia;Cricetidae
342;2438483;Mesocricetus newtoni;2438483;Mesocricetus newtoni;Mammalia;Rodentia;Cricetidae
343;2438481;Mesocricetus raddei;2438481;Mesocricetus raddei;Mammalia;Rodentia;Cricetidae
345;2438616;Microtus agrestis;2438616;Microtus agrestis;Mammalia;Rodentia;Cricetidae
346;2438606;Microtus arvalis;2438606;Microtus arvalis;Mammalia;Rodentia;Cricetidae
347;2438594;Microtus bavaricus;2438594;Microtus bavaricus;Mammalia;Rodentia;Cricetidae
348;4265022;Microtus brachycercus;4265022;Microtus brachycercus;Mammalia;Rodentia;Cricetidae
349;2438668;Microtus cabrerae;2438668;Microtus cabrerae;Mammalia;Rodentia;Cricetidae
350;2438619;Microtus duodecimcostatus;2438619;Microtus duodecimcostatus;Mammalia;Rodentia;Cricetidae
351;2438597;Microtus felteni;2438597;Microtus felteni;Mammalia;Rodentia;Cricetidae
352;2438662;Microtus gerbei;2438662;Microtus gerbei;Mammalia;Rodentia;Cricetidae
353;2438648;Microtus gregalis;2438648;Microtus gregalis;Mammalia;Rodentia;Cricetidae
354;2438628;Microtus guentheri;2438628;Microtus guentheri;Mammalia;Rodentia;Cricetidae
355;4265013;Microtus levis;4265013;Microtus levis;Mammalia;Rodentia;Cricetidae
356;4265021;Microtus liechtesteini;4265021;Microtus liechtensteini;Mammalia;Rodentia;Cricetidae
357;2438669;Microtus lusitanicus;2438669;Microtus lusitanicus;Mammalia;Rodentia;Cricetidae
358;2438620;Microtus middendorffii;2438620;Microtus middendorffii;Mammalia;Rodentia;Cricetidae
359;2438647;Microtus multiplex;2438647;Microtus multiplex;Mammalia;Rodentia;Cricetidae
360;2438635;Microtus oeconomus;2438635;Microtus oeconomus;Mammalia;Rodentia;Cricetidae
361;2438650;Microtus savii;2438650;Microtus savii;Mammalia;Rodentia;Cricetidae
362;2438670;Microtus socialis;2438670;Microtus socialis;Mammalia;Rodentia;Cricetidae
363;2438660;Microtus subterraneus;2438660;Microtus subterraneus;Mammalia;Rodentia;Cricetidae
364;2438637;Microtus tatricus;2438637;Microtus tatricus;Mammalia;Rodentia;Cricetidae
365;2438625;Microtus thomasi;2438625;Microtus thomasi;Mammalia;Rodentia;Cricetidae
388;5706764;Myodes glareolus;5706764;Myodes glareolus;Mammalia;Rodentia;Cricetidae
389;5706769;Myodes rufocanus;5706769;Myodes rufocanus;Mammalia;Rodentia;Cricetidae
390;5706762;Myodes rutilus;5706762;Myodes rutilus;Mammalia;Rodentia;Cricetidae
392;2439358;Myopus schisticolor;2439358;Myopus schisticolor;Mammalia;Rodentia;Cricetidae
176;7341881;Cyanopica cyanus;5844936;Cyanopica cooki;Aves;Passeriformes;Corvidae
157;2482492;Corvus corax;2482492;Corvus corax;Aves;Passeriformes;Corvidae
158;9409796;Corvus corone;9409796;Corvus corone;Aves;Passeriformes;Corvidae
159;2482513;Corvus frugilegus;2482513;Corvus frugilegus;Aves;Passeriformes;Corvidae
160;2482473;Corvus monedula;2482473;Corvus monedula;Aves;Passeriformes;Corvidae
250;5229493;Garrulus glandarius;5229493;Garrulus glandarius;Aves;Passeriformes;Corvidae
412;2482613;Nucifraga caryocatactes;2482613;Nucifraga caryocatactes;Aves;Passeriformes;Corvidae
443;2482449;Perisoreus infaustus;2482449;Perisoreus infaustus;Aves;Passeriformes;Corvidae
463;5229490;Pica pica;5229490;Pica pica;Aves;Passeriformes;Corvidae
496;2482553;Pyrrhocorax graculus;2482553;Pyrrhocorax graculus;Aves;Passeriformes;Corvidae
497;2482552;Pyrrhocorax pyrrhocorax;2482552;Pyrrhocorax pyrrhocorax;Aves;Passeriformes;Corvidae
156;2475365;Coracias garrulus;2475365;Coracias garrulus;Aves;Coraciiformes;Coraciidae
557;2495659;Streptopelia senegalensis;6101223;Spilopelia senegalensis;Aves;Columbiformes;Columbidae
153;2495414;Columba livia;2495414;Columba livia;Aves;Columbiformes;Columbidae
154;2495471;Columba oenas;2495471;Columba oenas;Aves;Columbiformes;Columbidae
155;2495455;Columba palumbus;2495455;Columba palumbus;Aves;Columbiformes;Columbidae
565;2495696;Streptopelia decaocto;2495696;Streptopelia decaocto;Aves;Columbiformes;Columbidae
566;2495708;Streptopelia turtur;2495708;Streptopelia turtur;Aves;Columbiformes;Columbidae
147;2492822;Cisticola juncidis;2492822;Cisticola juncidis;Aves;Passeriformes;Cisticolidae
141;2495093;Cinclus cinclus;2495093;Cinclus cinclus;Aves;Passeriformes;Cinclidae
220;2480281;Charadrius morinellus;2480282;Eudromias morinellus;Aves;Charadriiformes;Charadriidae
131;2480311;Charadrius alexandrinus;2480311;Charadrius alexandrinus;Aves;Charadriiformes;Charadriidae
132;7937336;Charadrius dubius;7937336;Charadrius dubius;Aves;Charadriiformes;Charadriidae
133;9566659;Charadrius hiaticula;9566659;Charadrius hiaticula;Aves;Charadriiformes;Charadriidae
134;2480297;Charadrius leschenaultii;2480297;Charadrius leschenaultii;Aves;Charadriiformes;Charadriidae
481;2480332;Pluvialis apricaria;2480332;Pluvialis apricaria;Aves;Charadriiformes;Charadriidae
482;2480327;Pluvialis squatarola;2480327;Pluvialis squatarola;Aves;Charadriiformes;Charadriidae
624;5229138;Vanellus gregarius;5229138;Vanellus gregarius;Aves;Charadriiformes;Charadriidae
625;6486615;Chettusia leucura;5229147;Vanellus leucurus;Aves;Charadriiformes;Charadriidae
626;11380022;Hoplopterus spinosus;5229142;Vanellus spinosus;Aves;Charadriiformes;Charadriidae
627;2480242;Vanellus vanellus;2480242;Vanellus vanellus;Aves;Charadriiformes;Charadriidae
130;2493012;Cettia cetti;2493012;Cettia cetti;Aves;Passeriformes;Cettiidae
23;2440940;Alces alces;2440940;Alces alces;Mammalia;Artiodactyla;Cervidae
115;5220126;Capreolus capreolus;5220126;Capreolus capreolus;Mammalia;Artiodactyla;Cervidae
116;5220127;Capreolus pygargus;5220127;Capreolus pygargus;Mammalia;Artiodactyla;Cervidae
129;2440958;Cervus elaphus;2440958;Cervus elaphus;Mammalia;Artiodactyla;Cervidae
180;5220136;Dama dama;5220136;Dama dama;Mammalia;Artiodactyla;Cervidae
500;5220114;Rangifer tarandus;5220114;Rangifer tarandus;Mammalia;Artiodactyla;Cervidae
127;7806848;Certhia brachydactyla;7806848;Certhia brachydactyla;Aves;Passeriformes;Certhiidae
128;2487603;Certhia familiaris;2487603;Certhia familiaris;Aves;Passeriformes;Certhiidae
124;4409131;Castor fiber;4409131;Castor fiber;Mammalia;Rodentia;Castoridae
117;8109681;Caprimulgus europaeus;8109681;Caprimulgus europaeus;Aves;Caprimulgiformes;Caprimulgidae
118;9411857;Caprimulgus ruficollis;9411857;Caprimulgus ruficollis;Aves;Caprimulgiformes;Caprimulgidae
111;5219219;Canis aureus;5219219;Canis aureus;Mammalia;Carnivora;Canidae
112;5219173;Canis lupus;5219173;Canis lupus;Mammalia;Carnivora;Canidae
630;5219293;Vulpes corsac;5219293;Vulpes corsac;Mammalia;Carnivora;Canidae
631;2434532;Alopex lagopus;5219303;Vulpes lagopus;Mammalia;Carnivora;Canidae
632;5219243;Vulpes vulpes;5219243;Vulpes vulpes;Mammalia;Carnivora;Canidae
100;2491678;Calcarius lapponicus;2491678;Calcarius lapponicus;Aves;Passeriformes;Calcariidae
479;2491719;Plectrophenax nivalis;2491719;Plectrophenax nivalis;Aves;Passeriformes;Calcariidae
95;2482100;Burhinus oedicnemus;2482100;Burhinus oedicnemus;Aves;Charadriiformes;Burhinidae
82;2441184;Bison bonasus;2441184;Bison bonasus;Mammalia;Artiodactyla;Bovidae
113;2441055;Capra ibex;2441055;Capra ibex;Mammalia;Artiodactyla;Bovidae
114;2441054;Capra pyrenaica;2441054;Capra pyrenaica;Mammalia;Artiodactyla;Bovidae
514;5220171;Rupicapra pyrenaica;5220171;Rupicapra pyrenaica;Mammalia;Artiodactyla;Bovidae
515;5220170;Rupicapra rupicapra;5220170;Rupicapra rupicapra;Mammalia;Artiodactyla;Bovidae
516;2441067;Saiga tatarica;2441067;Saiga tatarica;Mammalia;Artiodactyla;Bovidae
83;2484605;Bombycilla garrulus;2484605;Bombycilla garrulus;Aves;Passeriformes;Bombycillidae
65;2480946;Egretta alba;9752617;Ardea alba;Aves;Pelecaniformes;Ardeidae
66;9797180;Ardea cinerea;9797180;Ardea cinerea;Aves;Pelecaniformes;Ardeidae
67;2480934;Ardea purpurea;2480934;Ardea purpurea;Aves;Pelecaniformes;Ardeidae
68;2480906;Ardeola ralloides;2480906;Ardeola ralloides;Aves;Pelecaniformes;Ardeidae
85;2480910;Botaurus stellaris;2480910;Botaurus stellaris;Aves;Pelecaniformes;Ardeidae
92;2480830;Bubulcus ibis;2480830;Bubulcus ibis;Aves;Pelecaniformes;Ardeidae
193;2480876;Egretta garzetta;2480876;Egretta garzetta;Aves;Pelecaniformes;Ardeidae
279;2480850;Ixobrychus minutus;2480850;Ixobrychus minutus;Aves;Pelecaniformes;Ardeidae
418;2480863;Nycticorax nycticorax;2480863;Nycticorax nycticorax;Aves;Pelecaniformes;Ardeidae
591;5228684;Apus melba;2477411;Tachymarptis melba;Aves;Apodiformes;Apodidae
56;5228662;Apus affinis;5228662;Apus affinis;Aves;Apodiformes;Apodidae
57;5228676;Apus apus;5228676;Apus apus;Aves;Apodiformes;Apodidae
58;5228644;Apus caffer;5228644;Apus caffer;Aves;Apodiformes;Apodidae
59;5228695;Apus pallidus;5228695;Apus pallidus;Aves;Apodiformes;Apodidae
89;0;NA;5232451;Branta ruficollis;Aves;Anseriformes;Anatidae
321;2498111;Anas penelope;8000602;Mareca penelope;Aves;Anseriformes;Anatidae
322;2498151;Anas strepera;9362027;Mareca strepera;Aves;Anseriformes;Anatidae
550;2498089;Anas clypeata;8332393;Spatula clypeata;Aves;Anseriformes;Anatidae
551;2498083;Anas querquedula;9274012;Spatula querquedula;Aves;Anseriformes;Anatidae
31;2498112;Anas acuta;2498112;Anas acuta;Aves;Anseriformes;Anatidae
32;8214667;Anas crecca;8214667;Anas crecca;Aves;Anseriformes;Anatidae
33;9761484;Anas platyrhynchos;9761484;Anas platyrhynchos;Aves;Anseriformes;Anatidae
34;2498017;Anser albifrons;2498017;Anser albifrons;Aves;Anseriformes;Anatidae
35;2498036;Anser anser;2498036;Anser anser;Aves;Anseriformes;Anatidae
36;2498024;Anser brachyrhynchus;2498024;Anser brachyrhynchus;Aves;Anseriformes;Anatidae
37;2498026;Anser erythropus;2498026;Anser erythropus;Aves;Anseriformes;Anatidae
38;2498027;Anser fabalis;2498027;Anser fabalis;Aves;Anseriformes;Anatidae
77;2498255;Aythya ferina;2498255;Aythya ferina;Aves;Anseriformes;Anatidae
78;2498261;Aythya fuligula;2498261;Aythya fuligula;Aves;Anseriformes;Anatidae
79;2498265;Aythya marila;2498265;Aythya marila;Aves;Anseriformes;Anatidae
80;2498259;Aythya nyroca;2498259;Aythya nyroca;Aves;Anseriformes;Anatidae
86;5232446;Branta bernicla;5232446;Branta bernicla;Aves;Anseriformes;Anatidae
87;0;NA;5232437;Branta canadensis;Aves;Anseriformes;Anatidae
88;5232464;Branta leucopsis;5232464;Branta leucopsis;Aves;Anseriformes;Anatidae
94;2498326;Bucephala clangula;2498326;Bucephala clangula;Aves;Anseriformes;Anatidae
151;2498273;Clangula hyemalis;2498273;Clangula hyemalis;Aves;Anseriformes;Anatidae
177;2498338;Cygnus columbianus;2498338;Cygnus columbianus;Aves;Anseriformes;Anatidae
178;2498347;Cygnus cygnus;2498347;Cygnus cygnus;Aves;Anseriformes;Anatidae
179;2498343;Cygnus olor;2498343;Cygnus olor;Aves;Anseriformes;Anatidae
323;2498390;Marmaronetta angustirostris;2498390;Marmaronetta angustirostris;Aves;Anseriformes;Anatidae
329;2498238;Melanitta fusca;2498238;Melanitta fusca;Aves;Anseriformes;Anatidae
330;2498247;Melanitta nigra;2498247;Melanitta nigra;Aves;Anseriformes;Anatidae
334;2498285;Mergellus albellus;2498285;Mergellus albellus;Aves;Anseriformes;Anatidae
335;9537647;Mergus merganser;9537647;Mergus merganser;Aves;Anseriformes;Anatidae
336;2498375;Mergus serrator;2498375;Mergus serrator;Aves;Anseriformes;Anatidae
411;2498180;Netta rufina;2498180;Netta rufina;Aves;Anseriformes;Anatidae
429;2498302;Oxyura leucocephala;2498302;Oxyura leucocephala;Aves;Anseriformes;Anatidae
487;5232431;Polysticta stelleri;5232431;Polysticta stelleri;Aves;Anseriformes;Anatidae
532;2498352;Somateria mollissima;2498352;Somateria mollissima;Aves;Anseriformes;Anatidae
533;2498350;Somateria spectabilis;2498350;Somateria spectabilis;Aves;Anseriformes;Anatidae
593;2498015;Tadorna ferruginea;2498015;Tadorna ferruginea;Aves;Anseriformes;Anatidae
594;2498009;Tadorna tadorna;2498009;Tadorna tadorna;Aves;Anseriformes;Anatidae
22;2475532;Alcedo atthis;2475532;Alcedo atthis;Aves;Coraciiformes;Alcedinidae
332;0;NA;2490614;Melanocorypha yeltoniensis;Aves;Passeriformes;Alaudidae
19;8077224;Alauda arvensis;8077224;Alauda arvensis;Aves;Passeriformes;Alaudidae
20;2490611;Melanocorypha leucoptera;7607411;Alauda leucoptera;Aves;Passeriformes;Alaudidae
21;2490682;Calandrella rufescens;8728578;Alaudala rufescens;Aves;Passeriformes;Alaudidae
99;2490681;Calandrella brachydactyla;2490681;Calandrella brachydactyla;Aves;Passeriformes;Alaudidae
135;2490674;Chersophilus duponti;2490674;Chersophilus duponti;Aves;Passeriformes;Alaudidae
215;9415596;Eremophila alpestris;9415596;Eremophila alpestris;Aves;Passeriformes;Alaudidae
244;2490669;Galerida cristata;2490669;Galerida cristata;Aves;Passeriformes;Alaudidae
245;9330514;Galerida theklae;9330514;Galerida theklae;Aves;Passeriformes;Alaudidae
312;2490604;Lullula arborea;2490604;Lullula arborea;Aves;Passeriformes;Alaudidae
331;2490613;Melanocorypha calandra;2490613;Melanocorypha calandra;Aves;Passeriformes;Alaudidae
16;2495000;Aegithalos caudatus;2495000;Aegithalos caudatus;Aves;Passeriformes;Aegithalidae
275;2493215;Hippolais caligata;5739359;Iduna caligata;Aves;Passeriformes;Acrocephalidae
276;2493216;Hippolais pallida;5739361;Iduna pallida;Aves;Passeriformes;Acrocephalidae
277;0;NA;5739357;Iduna rama;Aves;Passeriformes;Acrocephalidae
7;2493137;Acrocephalus agricola;2493137;Acrocephalus agricola;Aves;Passeriformes;Acrocephalidae
8;2493128;Acrocephalus arundinaceus;2493128;Acrocephalus arundinaceus;Aves;Passeriformes;Acrocephalidae
9;2493145;Acrocephalus dumetorum;2493145;Acrocephalus dumetorum;Aves;Passeriformes;Acrocephalidae
10;2493124;Acrocephalus melanopogon;2493124;Acrocephalus melanopogon;Aves;Passeriformes;Acrocephalidae
11;2493114;Acrocephalus paludicola;2493114;Acrocephalus paludicola;Aves;Passeriformes;Acrocephalidae
12;2493136;Acrocephalus palustris;2493136;Acrocephalus palustris;Aves;Passeriformes;Acrocephalidae
13;2493129;Acrocephalus schoenobaenus;2493129;Acrocephalus schoenobaenus;Aves;Passeriformes;Acrocephalidae
14;2493118;Acrocephalus scirpaceus;2493118;Acrocephalus scirpaceus;Aves;Passeriformes;Acrocephalidae
266;2493220;Hippolais icterina;2493220;Hippolais icterina;Aves;Passeriformes;Acrocephalidae
267;2493217;Hippolais languida;2493217;Hippolais languida;Aves;Passeriformes;Acrocephalidae
268;2493219;Hippolais olivetorum;2493219;Hippolais olivetorum;Aves;Passeriformes;Acrocephalidae
269;2493214;Hippolais polyglotta;2493214;Hippolais polyglotta;Aves;Passeriformes;Acrocephalidae
149;2480509;Aquila clanga;7477624;Clanga clanga;Aves;Accipitriformes;Accipitridae
150;2480505;Aquila pomarina;8256382;Clanga pomarina;Aves;Accipitriformes;Accipitridae
2;2480578;Accipiter brevipes;2480578;Accipiter brevipes;Aves;Accipitriformes;Accipitridae
3;2480589;Accipiter gentilis;2480589;Accipiter gentilis;Aves;Accipitriformes;Accipitridae
4;2480637;Accipiter nisus;2480637;Accipiter nisus;Aves;Accipitriformes;Accipitridae
18;5229165;Aegypius monachus;5229165;Aegypius monachus;Aves;Accipitriformes;Accipitridae
60;2480510;Aquila adalberti;2480510;Aquila adalberti;Aves;Accipitriformes;Accipitridae
61;2480506;Aquila chrysaetos;2480506;Aquila chrysaetos;Aves;Accipitriformes;Accipitridae
62;2480690;Hieraaetus fasciatus;5844449;Aquila fasciata;Aves;Accipitriformes;Accipitridae
63;2480500;Aquila heliaca;2480500;Aquila heliaca;Aves;Accipitriformes;Accipitridae
64;2480513;Aquila nipalensis;2480513;Aquila nipalensis;Aves;Accipitriformes;Accipitridae
96;2480537;Buteo buteo;2480537;Buteo buteo;Aves;Accipitriformes;Accipitridae
97;2480524;Buteo lagopus;2480524;Buteo lagopus;Aves;Accipitriformes;Accipitridae
98;2480564;Buteo rufinus;2480564;Buteo rufinus;Aves;Accipitriformes;Accipitridae
142;2480666;Circaetus gallicus;2480666;Circaetus gallicus;Aves;Accipitriformes;Accipitridae
143;2480482;Circus aeruginosus;2480482;Circus aeruginosus;Aves;Accipitriformes;Accipitridae
144;2480487;Circus cyaneus;2480487;Circus cyaneus;Aves;Accipitriformes;Accipitridae
145;2480491;Circus macrourus;2480491;Circus macrourus;Aves;Accipitriformes;Accipitridae
146;2480495;Circus pygargus;2480495;Circus pygargus;Aves;Accipitriformes;Accipitridae
194;2480372;Elanus caeruleus;2480372;Elanus caeruleus;Aves;Accipitriformes;Accipitridae
259;2480649;Gypaetus barbatus;2480649;Gypaetus barbatus;Aves;Accipitriformes;Accipitridae
260;2480389;Gyps fulvus;2480389;Gyps fulvus;Aves;Accipitriformes;Accipitridae
261;2480449;Haliaeetus albicilla;2480449;Haliaeetus albicilla;Aves;Accipitriformes;Accipitridae
264;2480685;Hieraaetus pennatus;2480685;Hieraaetus pennatus;Aves;Accipitriformes;Accipitridae
366;5229167;Milvus migrans;5229167;Milvus migrans;Aves;Accipitriformes;Accipitridae
367;5229168;Milvus milvus;5229168;Milvus milvus;Aves;Accipitriformes;Accipitridae
410;2480696;Neophron percnopterus;2480696;Neophron percnopterus;Aves;Accipitriformes;Accipitridae
444;2480420;Pernis apivorus;2480420;Pernis apivorus;Aves;Accipitriformes;Accipitridae
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
