"","grid","START AVERAGE trophic height","AFTER PRIMMARY EXTINCTIONS average TH","AFTER PRIMMARY EXTINCTIONS average TH of remaining species","AFTER PRIMMARY EXTINCTIONS average TH of extinct species","AFTER SECONDARY EXTINCTIONS average TH","AFTER SECONDARY EXTINCTIONS average TH of remaining species","AFTER SECONDARY EXTINCTIONS average TH of extinct species","FUTURE - AFTER PRIMMARY EXTINCTIONS average TH","FUTURE - AFTER PRIMMARY EXTINCTIONS average TH of remaining species","FUTURE - AFTER PRIMMARY EXTINCTIONS average TH of extinct species","FUTURE - AFTER SECONDARY EXTINCTIONS average TH","FUTURE - AFTER SECONDARY EXTINCTIONS average TH of remaining species","FUTURE - AFTER SECONDARY EXTINCTIONS average TH of extinct species"
"19","2673",1.35180439824512,1.35501722379987,1.35501722379987,1,1.35201399638395,1.35201399638395,2.00972080047145,1.35501722379987,1.35201399638395,NA,1.35201399638395,1.35201399638395,2.00972080047145
"20","4394",1.28582452837891,1.28582452837891,1.28582452837891,NA,1.28582452837891,1.28582452837891,NA,1.2873530017927,1.2873530017927,1,1.2873530017927,1.2873530017927,NA
"21","2681",1.32528879494333,1.32528879494333,1.32528879494333,NA,1.32528879494333,1.32528879494333,NA,1.32677413190654,1.32677413190654,1.00000000000001,1.32677413190654,1.32677413190654,NA
"22","1685",1.34129874441273,1.34129874441273,1.34129874441273,NA,1.34129874441273,1.34129874441273,NA,1.34129874441273,1.34129874441273,NA,1.34129874441273,1.34129874441273,NA
"23","2099",1.35075749716142,1.35241201365746,1.35241201365746,0.999999999999997,1.35241201365746,1.35241201365746,NA,1.35241201365746,1.35241201365746,NA,1.35241201365746,1.35241201365746,NA
"24","2857",1.4101762460969,1.4101762460969,1.4101762460969,NA,1.4101762460969,1.4101762460969,NA,1.4101762460969,1.4101762460969,NA,1.4101762460969,1.4101762460969,NA
"25","2335",1.33629131208362,1.34096202475145,1.34096202475145,0.999999999999999,1.34096202475145,1.34096202475145,NA,1.34254789463401,1.34254789463401,1,1.34254789463401,1.34254789463401,NA
"26","4600",1.4237254140462,1.4237254140462,1.4237254140462,NA,1.4237254140462,1.4237254140462,NA,1.4237254140462,1.4237254140462,NA,1.4237254140462,1.4237254140462,NA
"27","4571",1.31111752507182,1.31473517071219,1.31473517071219,1,1.31473517071219,1.31473517071219,NA,1.31473517071219,1.31473517071219,NA,1.31473517071219,1.31473517071219,NA
"28","1599",1.28410965665768,1.28410965665768,1.28410965665768,NA,1.28410965665768,1.28410965665768,NA,1.28563712793003,1.28563712793003,1.00000000000001,1.28563712793003,1.28563712793003,NA
"29","997",1.33500389672832,1.34102193080128,1.34102193080128,1,1.34102193080128,1.34102193080128,NA,1.34102193080128,1.34102193080128,NA,1.34102193080128,1.34102193080128,NA
"30","3367",1.33128398106052,1.34581398022984,1.34581398022984,1,1.34288928058119,1.34288928058119,2.00972080047145,1.34733738983437,1.34440648978731,0.999999999999984,1.34593718529747,1.34593718529747,1.50486040023573
"31","3116",1.31895110910172,1.36308190788915,1.36308190788915,1.0688765826396,1.35931316178199,1.35931316178199,2.00000000000001,1.35867529071947,1.35471649621774,1.46569313626889,1.35471649621774,1.35471649621774,2.00000000000001
"32","3935",1.30542123062641,1.31631243079272,1.31631243079272,1.09947853657257,1.31448186798259,1.31448186798259,1.50486040023573,1.31601732508596,1.31415680217808,1.33647798742139,1.31415680217808,1.31415680217808,1.50486040023573
"33","4026",1.31077161048655,1.33049542869873,1.33049542869873,1.14354793433983,1.32704437420749,1.32704437420749,2.00000000000001,1.33390845320677,1.33026860868878,1.27340483692784,1.33026860868878,1.33026860868878,2.00000000000001
"34","3770",1.31758913071455,1.32788931873772,1.32788931873772,1,1.32788931873772,1.32788931873772,NA,1.32486543617559,1.32486543617559,1.60457457317281,1.32486543617559,1.32486543617559,NA
"35","2092",1.31873475526004,1.32168600299393,1.32168600299393,1,1.32168600299393,1.32168600299393,NA,1.32168600299393,1.32168600299393,NA,1.32168600299393,1.32168600299393,NA
"36","4022",1.31254439276366,1.3319600460864,1.3319600460864,1.15721916618172,1.3319600460864,1.3319600460864,NA,1.33186317615005,1.33186317615005,1.33457553436771,1.33186317615005,1.33186317615005,NA
"37","148",1.30847619487348,1.30847619487348,1.30847619487348,NA,1.30847619487348,1.30847619487348,NA,1.30847619487348,1.30847619487348,NA,1.30847619487348,1.30847619487348,NA
"38","231",1.23317256041732,1.23317256041732,1.23317256041732,NA,1.23317256041732,1.23317256041732,NA,1.23317256041732,1.23317256041732,NA,1.23317256041732,1.23317256041732,NA
"39","1669",1.30896074545155,1.30896074545155,1.30896074545155,NA,1.30896074545155,1.30896074545155,NA,1.30896074545155,1.30896074545155,NA,1.30896074545155,1.30896074545155,NA
"40","3456",1.32932664099182,1.3348073276948,1.3348073276948,1.17273559233509,1.3348073276948,1.3348073276948,NA,1.33818921989374,1.33818921989374,1,1.33818921989374,1.33818921989374,NA
"41","2739",1.30151732851385,1.30924854206549,1.30924854206549,0.999999999999998,1.30924854206549,1.30924854206549,NA,1.30563933886859,1.30563933886859,2.00943396226416,1.30563933886859,1.30563933886859,NA
"42","3804",1.29641438834704,1.33662954079711,1.33662954079711,1.12291473063387,1.33220707106909,1.33220707106909,2.00000000000001,1.33753528680104,1.33280339599248,1.32385852214175,1.33280339599248,1.33280339599248,2.00000000000001
"43","852",1.34250190996253,1.34250190996253,1.34250190996253,NA,1.34250190996253,1.34250190996253,NA,1.34250190996253,1.34250190996253,NA,1.34250190996253,1.34250190996253,NA
"44","4415",1.32030524303957,1.32346095971976,1.32346095971976,1,1.31964510356838,1.31964510356838,2.09426390229831,1.32066380933714,1.31679580887234,1.60457457317281,1.31679580887234,1.31679580887234,2.09426390229831
"45","3180",1.2942557861684,1.3179315390785,1.3179315390785,1,1.3179315390785,1.3179315390785,NA,1.3312580107764,1.3312580107764,0.999999999999999,1.3312580107764,1.3312580107764,NA
"46","2957",1.30297019257065,1.38033369236841,1.38033369236841,1.18745482985893,1.36875114456222,1.36875114456222,2,1.36564043141015,1.35866944713993,1.42609079865149,1.35154355210815,1.35154355210815,2
"47","3582",1.30455523475508,1.3251802656557,1.3251802656557,1.16573291138548,1.3251802656557,1.3251802656557,NA,1.33085201447528,1.33085201447528,0.999999999999999,1.3269388683611,1.3269388683611,2.00000000000001
"48","1170",1.32323793697731,1.33121912060638,1.33121912060638,1,1.33121912060638,1.33121912060638,NA,1.32671201255472,1.32671201255472,2.05686351692374,1.32671201255472,1.32671201255472,NA
"49","2226",1.2483864728156,1.2483864728156,1.2483864728156,NA,1.2483864728156,1.2483864728156,NA,1.2483864728156,1.2483864728156,NA,1.2483864728156,1.2483864728156,NA
"50","621",1.32474008895317,1.32474008895317,1.32474008895317,NA,1.32474008895317,1.32474008895317,NA,1.32474008895317,1.32474008895317,NA,1.32474008895317,1.32474008895317,NA
"51","4355",1.2923101587499,1.33629777087048,1.33629777087048,1.08619677624201,1.33216634124103,1.33216634124103,2.00972080047145,1.34470521514224,1.3405227271842,0.999999999999999,1.33634882039422,1.33634882039422,2.00486040023573
"52","1885",1.33789556643766,1.34026171759945,1.34026171759945,1.24182982926913,1.33694756372385,1.33694756372385,2.00972080047145,1.34364740633178,1.34031703936109,1,1.34031703936109,1.34031703936109,2.00972080047145
"53","3811",1.30502682299418,1.39123093736583,1.39123093736583,1.17896489230014,1.38214483195338,1.38214483195338,2,1.40031759877689,1.39056666542367,1.28797342133104,1.39056666542367,1.39056666542367,2
"54","3913",1.30894828390144,1.32323588276774,1.32323588276774,1.13329486254526,1.32323588276774,1.32323588276774,NA,1.32461885627411,1.32461885627411,1.25235849056604,1.32461885627411,1.32461885627411,NA
"55","4009",1.3007827216501,1.35406663520545,1.35406663520545,1.06933072214406,1.35406663520545,1.35406663520545,NA,1.34609222095221,1.34609222095221,1.71557341468588,1.34609222095221,1.34609222095221,NA
"56","4131",1.33519742241561,1.34830865257554,1.34830865257554,1.10992264966778,1.34830865257554,1.34830865257554,NA,1.34640153257232,1.34640153257232,1.4184906686941,1.34640153257232,1.34640153257232,NA
"57","2074",1.33612944492546,1.33840721341957,1.33840721341957,1.24182982926913,1.33514840959893,1.33514840959893,2.00972080047145,1.34170874720903,1.33843417832049,1,1.33843417832049,1.33843417832049,2.00972080047145
"58","493",1.34719155330278,1.34719155330278,1.34719155330278,NA,1.34719155330278,1.34719155330278,NA,1.34719155330278,1.34719155330278,NA,1.34719155330278,1.34719155330278,NA
