"","grid","START AVERAGE trophic height","AFTER PRIMMARY EXTINCTIONS average TH","AFTER PRIMMARY EXTINCTIONS average TH of remaining species","AFTER PRIMMARY EXTINCTIONS average TH of extinct species","AFTER SECONDARY EXTINCTIONS average TH","AFTER SECONDARY EXTINCTIONS average TH of remaining species","AFTER SECONDARY EXTINCTIONS average TH of extinct species","FUTURE - AFTER PRIMMARY EXTINCTIONS average TH","FUTURE - AFTER PRIMMARY EXTINCTIONS average TH of remaining species","FUTURE - AFTER PRIMMARY EXTINCTIONS average TH of extinct species","FUTURE - AFTER SECONDARY EXTINCTIONS average TH","FUTURE - AFTER SECONDARY EXTINCTIONS average TH of remaining species","FUTURE - AFTER SECONDARY EXTINCTIONS average TH of extinct species"
"621","2577",1.3030587396338,1.3030587396338,1.3030587396338,NA,1.3030587396338,1.3030587396338,NA,1.30455903042407,1.30455903042407,0.999999999999999,1.30455903042407,1.30455903042407,NA
"622","2350",1.24797264845857,1.25422405976425,1.25422405976425,1,1.25422405976425,1.25422405976425,NA,1.25637850094869,1.25637850094869,0.999999999999996,1.25637850094869,1.25637850094869,NA
"623","4282",1.30178956244943,1.33168670433557,1.33168670433557,1.22800087183684,1.33168670433557,1.33168670433557,NA,1.33522692828031,1.33522692828031,1.28389368108162,1.33522692828031,1.33522692828031,NA
"624","2068",1.33313871616242,1.3380863208579,1.3380863208579,1,1.3347448557852,1.3347448557852,2.00972080047145,1.33375267495995,1.3303728343324,2.20914914634562,1.3303728343324,1.3303728343324,2.00972080047145
"625","1393",1.32780756188381,1.32780756188381,1.32780756188381,NA,1.32780756188381,1.32780756188381,NA,1.32780756188381,1.32780756188381,NA,1.32780756188381,1.32780756188381,NA
"626","505",1.34551607279299,1.34551607279299,1.34551607279299,NA,1.34551607279299,1.34551607279299,NA,1.34551607279299,1.34551607279299,NA,1.34551607279299,1.34551607279299,NA
"627","861",1.31845104017264,1.31845104017264,1.31845104017264,NA,1.31845104017264,1.31845104017264,NA,1.31845104017264,1.31845104017264,NA,1.31845104017264,1.31845104017264,NA
"628","3316",1.35745217562375,1.35921302377954,1.35921302377954,0.999999999999997,1.35921302377954,1.35921302377954,NA,1.35921302377954,1.35921302377954,NA,1.35921302377954,1.35921302377954,NA
"629","1086",1.33986533648541,1.34162629677808,1.34162629677808,1.00000000000001,1.34162629677808,1.34162629677808,NA,1.34340560040713,1.34340560040713,0.999999999999999,1.34340560040713,1.34340560040713,NA
"630","435",1.34078964256785,1.34078964256785,1.34078964256785,NA,1.34078964256785,1.34078964256785,NA,1.34078964256785,1.34078964256785,NA,1.34078964256785,1.34078964256785,NA
"631","4418",1.34791745837047,1.34975829148354,1.34975829148354,1,1.34975829148354,1.34975829148354,NA,1.34975829148354,1.34975829148354,NA,1.34975829148354,1.34975829148354,NA
"632","3290",1.34364911566826,1.35269251344901,1.35269251344901,1,1.34979811570882,1.34979811570882,2.00972080047145,1.35269251344901,1.34979811570882,NA,1.34979811570882,1.34979811570882,2.00972080047145
"633","1480",1.3464962672536,1.3464962672536,1.3464962672536,NA,1.3464962672536,1.3464962672536,NA,1.3464962672536,1.3464962672536,NA,1.3464962672536,1.3464962672536,NA
"634","2025",1.35610098154227,1.35773447228329,1.35773447228329,1.00000000000001,1.35773447228329,1.35773447228329,NA,1.35773447228329,1.35773447228329,NA,1.35773447228329,1.35773447228329,NA
"635","3579",1.29120516512767,1.31816157875343,1.31816157875343,1.11948282647467,1.31417421956485,1.31417421956485,2.00000000000001,1.32164038623327,1.31755388253588,1.20196940892668,1.31341784546034,1.31341784546034,2
"636","2846",1.36682250963724,1.3702190143561,1.3702190143561,1,1.3702190143561,1.3702190143561,NA,1.3702190143561,1.3702190143561,NA,1.3702190143561,1.3702190143561,NA
"637","1038",1.35023342510065,1.35023342510065,1.35023342510065,NA,1.35023342510065,1.35023342510065,NA,1.35023342510065,1.35023342510065,NA,1.35023342510065,1.35023342510065,NA
"638","1842",1.33374221709878,1.33689072858085,1.33689072858085,1,1.33689072858085,1.33689072858085,NA,1.33689072858085,1.33689072858085,NA,1.33689072858085,1.33689072858085,NA
"639","4485",1.31690730864229,1.33789947691931,1.33789947691931,1.17608484645067,1.33370059364711,1.33370059364711,2.00972080047145,1.35790668278953,1.35359003300356,1,1.34928063322358,1.34928063322358,2.00486040023573
"640","1923",1.2570976383102,1.2570976383102,1.2570976383102,NA,1.2570976383102,1.2570976383102,NA,1.2570976383102,1.2570976383102,NA,1.2570976383102,1.2570976383102,NA
"641","1880",1.28347850027183,1.28347850027183,1.28347850027183,NA,1.28347850027183,1.28347850027183,NA,1.28347850027183,1.28347850027183,NA,1.28347850027183,1.28347850027183,NA
"642","4677",1.28993794690824,1.28993794690824,1.28993794690824,NA,1.28993794690824,1.28993794690824,NA,1.28993794690824,1.28993794690824,NA,1.28993794690824,1.28993794690824,NA
"643","2636",1.30489549523935,1.32148844736122,1.32148844736122,0.999999999999998,1.32148844736122,1.32148844736122,NA,1.3351688068234,1.3351688068234,0.999999999999999,1.33042001258643,1.33042001258643,2.00000000000001
"644","4574",1.34956274919039,1.34956274919039,1.34956274919039,NA,1.34956274919039,1.34956274919039,NA,1.34956274919039,1.34956274919039,NA,1.34956274919039,1.34956274919039,NA
"645","456",1.35721235969105,1.35721235969105,1.35721235969105,NA,1.35721235969105,1.35721235969105,NA,1.35721235969105,1.35721235969105,NA,1.35721235969105,1.35721235969105,NA
"646","1822",1.34260809642342,1.34260809642342,1.34260809642342,NA,1.34260809642342,1.34260809642342,NA,1.34260809642342,1.34260809642342,NA,1.34260809642342,1.34260809642342,NA
"647","3105",1.29335771886392,1.3662502666964,1.3662502666964,1.08708731755074,1.36144913235319,1.36144913235319,2.00000000000001,1.37904923675684,1.37383116311614,1.24810592767703,1.37383116311614,1.37383116311614,2.00000000000001
"648","3717",1.28001745555584,1.28001745555584,1.28001745555584,NA,1.28001745555584,1.28001745555584,NA,1.28001745555584,1.28001745555584,NA,1.28001745555584,1.28001745555584,NA
"649","1299",1.32557882748538,1.32557882748538,1.32557882748538,NA,1.32557882748538,1.32557882748538,NA,1.32557882748538,1.32557882748538,NA,1.32557882748538,1.32557882748538,NA
"650","4147",1.31469935809718,1.34257148392169,1.34257148392169,1.17081892478688,1.33556313560091,1.33556313560091,2.00486040023573,1.34803805015449,1.34097544423963,1,1.33741314934363,1.33741314934363,2.00324026682382
"651","961",1.33682990735564,1.33682990735564,1.33682990735564,NA,1.33682990735564,1.33682990735564,NA,1.33682990735564,1.33682990735564,NA,1.33682990735564,1.33682990735564,NA
"652","2391",1.34207409002774,1.34364323722971,1.34364323722971,1.00000000000001,1.34364323722971,1.34364323722971,NA,1.34364323722971,1.34364323722971,NA,1.34364323722971,1.34364323722971,NA
"653","1303",1.34987161521245,1.35226799613856,1.35226799613856,1.00000000000001,1.35226799613856,1.35226799613856,NA,1.35226799613856,1.35226799613856,NA,1.35226799613856,1.35226799613856,NA
"654","665",1.33190084619076,1.33190084619076,1.33190084619076,NA,1.33190084619076,1.33190084619076,NA,1.33190084619076,1.33190084619076,NA,1.33190084619076,1.33190084619076,NA
"655","4478",1.223710802532,1.223710802532,1.223710802532,NA,1.223710802532,1.223710802532,NA,1.223710802532,1.223710802532,NA,1.223710802532,1.223710802532,NA
"656","2167",1.27935953814081,1.27935953814081,1.27935953814081,NA,1.27935953814081,1.27935953814081,NA,1.27935953814081,1.27935953814081,NA,1.27935953814081,1.27935953814081,NA
"657","1410",1.35306491686978,1.35306491686978,1.35306491686978,NA,1.35306491686978,1.35306491686978,NA,1.35306491686978,1.35306491686978,NA,1.35306491686978,1.35306491686978,NA
"658","454",1.34753223563758,1.34753223563758,1.34753223563758,NA,1.34753223563758,1.34753223563758,NA,1.34753223563758,1.34753223563758,NA,1.34753223563758,1.34753223563758,NA
"659","1580",1.32429741323847,1.32913767313755,1.32913767313755,1,1.32913767313755,1.32913767313755,NA,1.33161239248445,1.33161239248445,0.999999999999996,1.33161239248445,1.33161239248445,NA
"660","1956",1.33907052897457,1.33907052897457,1.33907052897457,NA,1.33907052897457,1.33907052897457,NA,1.3407165024162,1.3407165024162,1.00000000000001,1.3407165024162,1.3407165024162,NA
"661","4221",1.31226395477404,1.31801825161264,1.31801825161264,1.1511436432932,1.31140587233541,1.31140587233541,2.05199235138488,1.32380040164196,1.31711974155258,1,1.31711974155258,1.31711974155258,2.05199235138488
"662","416",1.34048318057094,1.34048318057094,1.34048318057094,NA,1.34048318057094,1.34048318057094,NA,1.34048318057094,1.34048318057094,NA,1.34048318057094,1.34048318057094,NA
"663","2179",1.29116531372857,1.29116531372857,1.29116531372857,NA,1.29116531372857,1.29116531372857,NA,1.29116531372857,1.29116531372857,NA,1.29116531372857,1.29116531372857,NA
"664","1737",1.32705604661076,1.33692683683837,1.33692683683837,1.13210793961547,1.33270344089466,1.33270344089466,2.00000000000001,1.35254596172491,1.34822960146975,1,1.34822960146975,1.34822960146975,2.00000000000001
"665","2750",1.34858779467795,1.35017951976781,1.35017951976781,1.00000000000001,1.35017951976781,1.35017951976781,NA,1.35178584784014,1.35178584784014,0.999999999999999,1.34875388953308,1.34875388953308,2.00972080047145
"666","3406",1.37133664638391,1.37133664638391,1.37133664638391,NA,1.37133664638391,1.37133664638391,NA,1.37304002549576,1.37304002549576,0.999999999999999,1.37304002549576,1.37304002549576,NA
"667","3924",1.3298881253235,1.3298881253235,1.3298881253235,NA,1.3298881253235,1.3298881253235,NA,1.3298881253235,1.3298881253235,NA,1.3298881253235,1.3298881253235,NA
"668","2512",1.33845378716794,1.34062633587334,1.34062633587334,1.2977678750485,1.33736246043628,1.33736246043628,2.00972080047145,1.34566022261039,1.34237279400712,1,1.34237279400712,1.34237279400712,2.00972080047145
"669","539",1.33997554576497,1.33997554576497,1.33997554576497,NA,1.33997554576497,1.33997554576497,NA,1.33997554576497,1.33997554576497,NA,1.33997554576497,1.33997554576497,NA
"670","1969",1.34143949616441,1.34788175080902,1.34788175080902,1,1.34788175080902,1.34788175080902,NA,1.34379991481121,1.34379991481121,2.20914914634562,1.34379991481121,1.34379991481121,NA
"671","4370",1.3732553802919,1.3732553802919,1.3732553802919,NA,1.3732553802919,1.3732553802919,NA,1.3732553802919,1.3732553802919,NA,1.3732553802919,1.3732553802919,NA
"672","744",1.35754821494833,1.35754821494833,1.35754821494833,NA,1.35754821494833,1.35754821494833,NA,1.35754821494833,1.35754821494833,NA,1.35754821494833,1.35754821494833,NA
"673","3508",1.30930810753026,1.3495340639701,1.3495340639701,1.06665475739316,1.3425019997968,1.3425019997968,2,1.34809353251525,1.34085012732097,1.40196940892668,1.34085012732097,1.34085012732097,2
"674","4077",1.3001493804127,1.31857160165114,1.31857160165114,1.15959465540824,1.31524756068359,1.31524756068359,2.00000000000001,1.32977763789013,1.32639267646533,0.999999999999999,1.32639267646533,1.32639267646533,2.00000000000001
"675","2349",1.26228930758932,1.26228930758932,1.26228930758932,NA,1.26228930758932,1.26228930758932,NA,1.26228930758932,1.26228930758932,NA,1.26228930758932,1.26228930758932,NA
"676","4225",1.3018411611555,1.30451232187369,1.30451232187369,1,1.30451232187369,1.30451232187369,NA,1.30451232187369,1.30451232187369,NA,1.30451232187369,1.30451232187369,NA
"677","1723",1.26132962481923,1.26132962481923,1.26132962481923,NA,1.26132962481923,1.26132962481923,NA,1.26132962481923,1.26132962481923,NA,1.26132962481923,1.26132962481923,NA
"678","2516",1.34780500519462,1.34878376570869,1.34878376570869,1.32754466255335,1.34557533350111,1.34557533350111,2.00972080047145,1.35391293873382,1.35068235813413,1,1.35068235813413,1.35068235813413,2.00972080047145
"679","3350",1.29585233175998,1.33870413767187,1.33870413767187,1.06730936689659,1.33454504419811,1.33454504419811,2.00000000000001,1.33289418348769,1.32850532943169,1.46569313626889,1.32850532943169,1.32850532943169,2.00000000000001
"680","3593",1.29505181093762,1.3355479764613,1.3355479764613,1.0651380969967,1.32402568703577,1.32402568703577,2,1.33753746428598,1.32577777430289,1.25,1.32577777430289,1.32577777430289,2
"681","3117",1.32515379111371,1.36698994147229,1.36698994147229,1.07125163721338,1.35971396378807,1.35971396378807,2,1.36546109022485,1.35808273080886,1.49999999999999,1.35808273080886,1.35808273080886,2
"682","4243",1.33427867677769,1.33979478210012,1.33979478210012,1.17273559233509,1.33979478210012,1.33979478210012,NA,1.34655686731604,1.34655686731604,1,1.34655686731604,1.34655686731604,NA
"683","1255",1.33714539750332,1.33714539750332,1.33714539750332,NA,1.33714539750332,1.33714539750332,NA,1.33714539750332,1.33714539750332,NA,1.33714539750332,1.33714539750332,NA
"684","2136",1.33011860356811,1.33369065206377,1.33369065206377,1.20152485772427,1.33369065206377,1.33369065206377,NA,1.33524270160826,1.33524270160826,0.999999999999984,1.33524270160826,1.33524270160826,NA
"685","4072",1.31271111107607,1.31896533329759,1.31896533329759,1,1.31896533329759,1.31896533329759,NA,1.32056817416843,1.32056817416843,1,1.32056817416843,1.32056817416843,NA
"686","3114",1.30053174501865,1.32329677956018,1.32329677956018,1.06216844217199,1.32329677956018,1.32329677956018,NA,1.34051376782078,1.34051376782078,0.999999999999999,1.336588254534,1.336588254534,2.00000000000001
"687","3073",1.34510256968461,1.3467076979157,1.3467076979157,1,1.3467076979157,1.3467076979157,NA,1.34996316925763,1.34996316925763,1,1.34685110495945,1.34685110495945,2.00972080047145
"688","3990",1.32102625828196,1.32729018527283,1.32729018527283,1,1.32394493715911,1.32394493715911,2.00972080047145,1.32889454892613,1.32554072502689,1,1.32173516474337,1.32173516474337,2.05199235138488
"689","2016",1.33738198814093,1.33898856903684,1.33898856903684,1.00000000000001,1.33898856903684,1.33898856903684,NA,1.33898856903684,1.33898856903684,NA,1.33898856903684,1.33898856903684,NA
"690","3462",1.37009626260478,1.37181764057038,1.37181764057038,1,1.37181764057038,1.37181764057038,NA,1.37181764057038,1.37181764057038,NA,1.37181764057038,1.37181764057038,NA
"691","4392",1.3057650344793,1.3057650344793,1.3057650344793,NA,1.3057650344793,1.3057650344793,NA,1.3057650344793,1.3057650344793,NA,1.3057650344793,1.3057650344793,NA
"692","2778",1.41772538953849,1.41772538953849,1.41772538953849,NA,1.41772538953849,1.41772538953849,NA,1.41772538953849,1.41772538953849,NA,1.41772538953849,1.41772538953849,NA
"693","1938",1.32667758113289,1.33408649409076,1.33408649409076,1.15098050241768,1.33408649409076,1.33408649409076,NA,1.33611126072162,1.33611126072162,1.00000000000001,1.33611126072162,1.33611126072162,NA
"694","2420",1.28927862911956,1.29651059484754,1.29651059484754,1,1.29651059484754,1.29651059484754,NA,1.29837544135602,1.29837544135602,0.999999999999984,1.29837544135602,1.29837544135602,NA
"695","3914",1.29041835248492,1.29631517182471,1.29631517182471,1,1.29631517182471,1.29631517182471,NA,1.29782698392586,1.29782698392586,0.999999999999999,1.29782698392586,1.29782698392586,NA
"696","3005",1.3840201345391,1.38782231408899,1.38782231408899,1,1.38782231408899,1.38782231408899,NA,1.38782231408899,1.38782231408899,NA,1.38782231408899,1.38782231408899,NA
"697","374",1.31147935342953,1.31147935342953,1.31147935342953,NA,1.31147935342953,1.31147935342953,NA,1.31147935342953,1.31147935342953,NA,1.31147935342953,1.31147935342953,NA
"698","3654",1.29159575196299,1.34259279451782,1.34259279451782,1.12432545238316,1.33855962147805,1.33855962147805,2.00000000000001,1.35356213441961,1.3493915675449,1.12869066643279,1.3493915675449,1.3493915675449,2.00000000000001
"699","3795",1.35466127894073,1.35466127894073,1.35466127894073,NA,1.35466127894073,1.35466127894073,NA,1.35620328450134,1.35620328450134,0.999999999999999,1.353349496222,1.353349496222,2.00972080047145
"700","1637",1.35485987304909,1.35827198721302,1.35827198721302,1,1.35827198721302,1.35827198721302,NA,1.36000276975994,1.36000276975994,1.00000000000001,1.36000276975994,1.36000276975994,NA
"701","155",1.29656807313855,1.29656807313855,1.29656807313855,NA,1.29656807313855,1.29656807313855,NA,1.29656807313855,1.29656807313855,NA,1.29656807313855,1.29656807313855,NA
"702","3264",1.31165106919165,1.40322134133123,1.40322134133123,1.11800246089648,1.39382325221833,1.39382325221833,2,1.42876888205013,1.4187472834896,1.17525867030107,1.4187472834896,1.4187472834896,2
"703","4464",1.36403348792687,1.36592949567649,1.36592949567649,1,1.36592949567649,1.36592949567649,NA,1.36592949567649,1.36592949567649,NA,1.36592949567649,1.36592949567649,NA
"704","4297",1.3274987468672,1.33578879380062,1.33578879380062,1.2252548346884,1.33212611985132,1.33212611985132,2.00972080047145,1.33761373289736,1.33394101668111,0.999999999999999,1.33394101668111,1.33394101668111,2.00972080047145
"705","3672",1.31476402839511,1.31861894727779,1.31861894727779,1.23034130486439,1.32008050208182,1.32008050208182,0.999999999999999,1.31837090505357,1.3198516999608,1.33647798742139,1.3198516999608,1.3198516999608,0.999999999999999
"706","2041",1.3349660502599,1.33655356708578,1.33655356708578,0.999999999999997,1.33655356708578,1.33655356708578,NA,1.33655356708578,1.33655356708578,NA,1.33655356708578,1.33655356708578,NA
"707","2648",1.27146215244687,1.28052801510229,1.28052801510229,1.14972056821701,1.27668057133278,1.27668057133278,2.00000000000001,1.28977619142434,1.28585230297917,1,1.28585230297917,1.28585230297917,2.00000000000001
"708","2559",1.27549106931202,1.28373930492016,1.28373930492016,0.999999999999998,1.28373930492016,1.28373930492016,NA,1.28373930492016,1.28373930492016,NA,1.28373930492016,1.28373930492016,NA
"709","2030",1.3365352335634,1.33810051371951,1.33810051371951,1.00000000000001,1.33810051371951,1.33810051371951,NA,1.33810051371951,1.33810051371951,NA,1.33810051371951,1.33810051371951,NA
"710","2358",1.27796463432545,1.28125415662516,1.28125415662516,1,1.28125415662516,1.28125415662516,NA,1.28125415662516,1.28125415662516,NA,1.28125415662516,1.28125415662516,NA
"711","4601",1.32089342518839,1.32297714872857,1.32297714872857,1,1.32297714872857,1.32297714872857,NA,1.32297714872857,1.32297714872857,NA,1.32297714872857,1.32297714872857,NA
"712","15",1.29008102101304,1.29008102101304,1.29008102101304,NA,1.29008102101304,1.29008102101304,NA,1.29008102101304,1.29008102101304,NA,1.29008102101304,1.29008102101304,NA
"713","2054",1.3208448765633,1.3208448765633,1.3208448765633,NA,1.3208448765633,1.3208448765633,NA,1.3208448765633,1.3208448765633,NA,1.3208448765633,1.3208448765633,NA
"714","2091",1.33148548137887,1.33773992442375,1.33773992442375,1,1.33773992442375,1.33773992442375,NA,1.33773992442375,1.33773992442375,NA,1.33773992442375,1.33773992442375,NA
"715","3428",1.30528672972874,1.35080397724876,1.35080397724876,1.14976946736868,1.34278921153578,1.34278921153578,2,1.37358345629089,1.36534113334735,0.999999999999999,1.36534113334735,1.36534113334735,2
"716","164",1.23892300071003,1.23892300071003,1.23892300071003,NA,1.23892300071003,1.23892300071003,NA,1.23892300071003,1.23892300071003,NA,1.23892300071003,1.23892300071003,NA
"717","4188",1.32067440933562,1.33086622028976,1.33086622028976,1.12091491463456,1.33086622028976,1.33086622028976,NA,1.3325629701374,1.3325629701374,1,1.33427721225151,1.33427721225151,1.00000000000001
"718","3796",1.35830432907067,1.35830432907067,1.35830432907067,NA,1.35830432907067,1.35830432907067,NA,1.35974910459112,1.35974910459112,0.999999999999999,1.35711764023532,1.35711764023532,2.00972080047145
"719","3501",1.30599203101324,1.33764444904942,1.33764444904942,1.21293392198687,1.33310776719359,1.33310776719359,2.00000000000001,1.36000044890001,1.35522433284703,1.08613945073021,1.35522433284703,1.35522433284703,2.00000000000001
"720","325",1.33518871339431,1.33518871339431,1.33518871339431,NA,1.33518871339431,1.33518871339431,NA,1.33518871339431,1.33518871339431,NA,1.33518871339431,1.33518871339431,NA
"721","1725",1.33114979811297,1.33556512875447,1.33556512875447,1,1.33556512875447,1.33556512875447,NA,1.33556512875447,1.33556512875447,NA,1.33556512875447,1.33556512875447,NA
"722","2317",1.35214340408562,1.35331477273002,1.35331477273002,1.32754466255335,1.35017407403269,1.35017407403269,2.00972080047145,1.35843527668262,1.35527369647006,1,1.35527369647006,1.35527369647006,2.00972080047145
"723","3597",1.28988911773406,1.31632717906611,1.31632717906611,1.0860957282995,1.31632717906611,1.31632717906611,NA,1.32511404515128,1.32511404515128,1,1.32134373255436,1.32134373255436,2.00000000000001
"724","255",1.31789175437165,1.31789175437165,1.31789175437165,NA,1.31789175437165,1.31789175437165,NA,1.31789175437165,1.31789175437165,NA,1.31789175437165,1.31789175437165,NA
"725","2",1.26412963362087,1.26412963362087,1.26412963362087,NA,1.26412963362087,1.26412963362087,NA,1.26412963362087,1.26412963362087,NA,1.26412963362087,1.26412963362087,NA
"726","2352",1.27440589987421,1.28438429623328,1.28438429623328,0.999999999999999,1.28438429623328,1.28438429623328,NA,1.29235768771645,1.29235768771645,0.999999999999997,1.29235768771645,1.29235768771645,NA
"727","2853",1.3924116176531,1.39438353532975,1.39438353532975,0.999999999999997,1.39438353532975,1.39438353532975,NA,1.39438353532975,1.39438353532975,NA,1.39438353532975,1.39438353532975,NA
"728","1418",1.357898904796,1.36122819693364,1.36122819693364,1.00000000000001,1.36122819693364,1.36122819693364,NA,1.36122819693364,1.36122819693364,NA,1.36122819693364,1.36122819693364,NA
"729","1924",1.27485928372999,1.27485928372999,1.27485928372999,NA,1.27485928372999,1.27485928372999,NA,1.27485928372999,1.27485928372999,NA,1.27485928372999,1.27485928372999,NA
"730","1473",1.33773295656713,1.33773295656713,1.33773295656713,NA,1.33773295656713,1.33773295656713,NA,1.33773295656713,1.33773295656713,NA,1.33773295656713,1.33773295656713,NA
"731","2133",1.33011860356811,1.33369065206377,1.33369065206377,1.20152485772427,1.33054632579211,1.33054632579211,2.00972080047145,1.33524270160826,1.33209093479114,1,1.33209093479114,1.33209093479114,2.00972080047145
"732","2532",1.33951667449374,1.34271966198897,1.34271966198897,0.999999999999999,1.34271966198897,1.34271966198897,NA,1.34434392578986,1.34434392578986,0.999999999999999,1.34117546448186,1.34117546448186,2.00972080047145
"733","687",1.35563669520938,1.35563669520938,1.35563669520938,NA,1.35563669520938,1.35563669520938,NA,1.35563669520938,1.35563669520938,NA,1.35563669520938,1.35563669520938,NA
"734","63",1.30847619487348,1.30847619487348,1.30847619487348,NA,1.30847619487348,1.30847619487348,NA,1.30847619487348,1.30847619487348,NA,1.30847619487348,1.30847619487348,NA
"735","730",1.37228700978408,1.37228700978408,1.37228700978408,NA,1.37228700978408,1.37228700978408,NA,1.37228700978408,1.37228700978408,NA,1.37228700978408,1.37228700978408,NA
"736","138",1.28276984530069,1.28276984530069,1.28276984530069,NA,1.28276984530069,1.28276984530069,NA,1.28276984530069,1.28276984530069,NA,1.28276984530069,1.28276984530069,NA
"737","2343",1.36085779773472,1.36454002016059,1.36454002016059,1,1.36454002016059,1.36454002016059,NA,1.36454002016059,1.36454002016059,NA,1.36454002016059,1.36454002016059,NA
"738","2576",1.28558791839347,1.28832081713407,1.28832081713407,1,1.28832081713407,1.28832081713407,NA,1.28832081713407,1.28832081713407,NA,1.28832081713407,1.28832081713407,NA
"739","4257",1.30729890788494,1.31047212938976,1.31047212938976,1.20152485772427,1.31047212938976,1.31047212938976,NA,1.31203229084398,1.31203229084398,1,1.31203229084398,1.31203229084398,NA
"740","3153",1.39272105459068,1.40144818913714,1.40144818913714,1,1.39757771029266,1.39757771029266,2.09426390229831,1.40144818913714,1.39757771029266,NA,1.39757771029266,1.39757771029266,2.09426390229831
"741","3244",1.34725335870215,1.34895558104873,1.34895558104873,1.00000000000001,1.34895558104873,1.34895558104873,NA,1.35067457405882,1.35067457405882,1.00000000000001,1.35067457405882,1.35067457405882,NA
"742","4565",1.31915910492187,1.32436197085135,1.32436197085135,1.17273559233509,1.32436197085135,1.32436197085135,NA,1.32436197085135,1.32436197085135,NA,1.32436197085135,1.32436197085135,NA
"743","2975",1.29054812857848,1.30271768370219,1.30271768370219,0.999999999999999,1.29899661466656,1.29899661466656,2.00972080047145,1.29899812434133,1.29523768690149,2.00943396226416,1.29523768690149,1.29523768690149,2.00972080047145
"744","2917",1.3512466887998,1.3561478053877,1.3561478053877,0.999999999999999,1.35309372597142,1.35309372597142,2.00972080047145,1.3561478053877,1.35309372597142,NA,1.35309372597142,1.35309372597142,2.00972080047145
"745","4037",1.27615609460691,1.3228512781742,1.3228512781742,1.05735580589161,1.31869699153723,1.31869699153723,2.00000000000001,1.32239090237934,1.31807492086583,1.3349745074389,1.31807492086583,1.31807492086583,2.00000000000001
"746","2881",1.31214588541554,1.38399051848537,1.38399051848537,1.14450840825259,1.37458579357675,1.37458579357675,2,1.40678554559966,1.39646877247965,1.21730188271211,1.39646877247965,1.39646877247965,2
"747","2962",1.30890590357118,1.35067051420547,1.35067051420547,1.04064859680476,1.3427998537716,1.3427998537716,2,1.35708521873362,1.34914799921182,1,1.34914799921182,1.34914799921182,2
"748","2302",1.28913219244204,1.29768639931902,1.29768639931902,0.999999999999997,1.29768639931902,1.29768639931902,NA,1.29768639931902,1.29768639931902,NA,1.29768639931902,1.29768639931902,NA
"749","4194",1.31282470674725,1.31709049820289,1.31709049820289,1,1.31709049820289,1.31709049820289,NA,1.31853840002117,1.31853840002117,0.999999999999999,1.31853840002117,1.31853840002117,NA
"750","4635",1.29421198728324,1.29421198728324,1.29421198728324,NA,1.29421198728324,1.29421198728324,NA,1.29421198728324,1.29421198728324,NA,1.29421198728324,1.29421198728324,NA
"751","3167",1.38131006309835,1.38131006309835,1.38131006309835,NA,1.38131006309835,1.38131006309835,NA,1.38131006309835,1.38131006309835,NA,1.38131006309835,1.38131006309835,NA
"752","1276",1.35326693967714,1.35497354325046,1.35497354325046,1,1.35497354325046,1.35497354325046,NA,1.35497354325046,1.35497354325046,NA,1.35497354325046,1.35497354325046,NA
"753","4045",1.30629802758745,1.31313503713182,1.31313503713182,1,1.31313503713182,1.31313503713182,NA,1.31453923012344,1.31453923012344,0.999999999999999,1.31453923012344,1.31453923012344,NA
"754","4422",1.36158295412745,1.36339995389693,1.36339995389693,1,1.36339995389693,1.36339995389693,NA,1.36339995389693,1.36339995389693,NA,1.36339995389693,1.36339995389693,NA
"755","745",1.35233674326464,1.35233674326464,1.35233674326464,NA,1.35233674326464,1.35233674326464,NA,1.35233674326464,1.35233674326464,NA,1.35233674326464,1.35233674326464,NA
"756","2860",1.41230981721892,1.41230981721892,1.41230981721892,NA,1.41230981721892,1.41230981721892,NA,1.41230981721892,1.41230981721892,NA,1.41230981721892,1.41230981721892,NA
"757","209",1.28348418755891,1.28348418755891,1.28348418755891,NA,1.28348418755891,1.28348418755891,NA,1.28348418755891,1.28348418755891,NA,1.28348418755891,1.28348418755891,NA
"758","3118",1.32228079323515,1.36209214057371,1.36209214057371,1.15429632763586,1.35463122993715,1.35463122993715,2,1.37385278931984,1.36602594918633,1.18888985903992,1.36602594918633,1.36602594918633,2
"759","2726",1.28647948552754,1.30182660082366,1.30182660082366,1,1.30182660082366,1.30182660082366,NA,1.30363394573877,1.30363394573877,0.999999999999996,1.30363394573877,1.30363394573877,NA
"760","4501",1.33333668862964,1.33333668862964,1.33333668862964,NA,1.33333668862964,1.33333668862964,NA,1.33333668862964,1.33333668862964,NA,1.33333668862964,1.33333668862964,NA
"761","1986",1.26377415283523,1.26377415283523,1.26377415283523,NA,1.26377415283523,1.26377415283523,NA,1.26377415283523,1.26377415283523,NA,1.26377415283523,1.26377415283523,NA
"762","71",1.34387213917383,1.34387213917383,1.34387213917383,NA,1.34387213917383,1.34387213917383,NA,1.34387213917383,1.34387213917383,NA,1.34387213917383,1.34387213917383,NA
"763","4123",1.31758657767073,1.31758657767073,1.31758657767073,NA,1.31758657767073,1.31758657767073,NA,1.31758657767073,1.31758657767073,NA,1.31758657767073,1.31758657767073,NA
"764","1892",1.34256315619041,1.34256315619041,1.34256315619041,NA,1.34256315619041,1.34256315619041,NA,1.34256315619041,1.34256315619041,NA,1.34256315619041,1.34256315619041,NA
